"","sample.id","length","age","sex","maturity","ungutted","gutted","liver","gonad"
"666",155588,90,8,"Females","4",8005,7285,236,NA
"667",391587,81,8,NA,NA,7230,NA,NA,NA
"668",354075,83,7,"Males","4",5128,4402,274,NA
"669",167321,42,NA,"Females","1",654,587,10,NA
"670",73270,29,3,"Males","1",198,167,9,NA
"671",418466,100,9,NA,NA,8625,NA,NA,NA
"672",310324,4.6,NA,NA,NA,0.5,NA,NA,NA
"673",112730,71,6,"Females","2",3182,2516,212,34
"674",336946,65,5,"Females","5",2301,2023,168,NA
"675",134893,68,NA,"Females",NA,2872,NA,NA,NA
"676",268293,77,5,"Females","1",3598,3162,155,NA
"677",311296,88,9,"Females","2",6475,5192,369,110
"678",100322,60,5,"Females","1",1969,1606,165,NA
"679",353457,57,5,"Females","1",1379,1248,30,NA
"680",268460,24,1,"Males","1",115,106,1.6,NA
"681",370313,67,5,"Males","3",2650,2260,140,105
"682",67859,99,6,"Females","22",13215,9290,1010,2439
"683",219124,26,NA,"Males","1",143,130,3,NA
"684",425946,83,6,"Females","2",4926,3968,376,321
"685",325952,54,NA,NA,NA,1385,NA,NA,NA
"686",205116,56,NA,"Females","1",1826,1500,89,NA
"687",383799,93,7,"Females","3",7940,5920,387,944
"688",159217,51,NA,NA,NA,1400,NA,NA,NA
"689",204457,59,4,"Females","1",1976,1538,165,NA
"690",267697,58,6,"Females","4",1672,1482,78,NA
"691",188009,44,3,"Males","1",578,537,10,NA
"692",72664,47,4,"Males","1",986,832,NA,NA
"693",400187,58,7,"Females","2",2732,1588,91,219
"694",236567,62,5,"Females","1",1976,1830,26,NA
"695",379062,89,9,"Females","2",9060,6590,1309,782
"696",156368,82,6,"Males","2",5284,4286,391,NA
"697",76540,82,5,"Males","4",5200,4460,NA,NA
"698",394912,57,6,"Females","1",1611,1396,99,NA
"699",159193,57,NA,NA,NA,1980,NA,NA,NA
"700",359240,35,NA,NA,NA,357,331,9,NA
"701",358051,51,5,"Females","1",1034,920,32,NA
"702",345890,12,1,NA,NA,11,NA,NA,NA
"703",128554,98,NA,"Males","4",10470,9105,679,NA
"704",280394,48,4,"Females","1",909,796,48,NA
"705",367553,78,7,"Males","3",4862,3893,280,461
"706",99813,87,8,"Females","2",6655,5372,496,482
"707",435940,40,3,"Males","1",547,493,18,NA
"708",284484,99,7,"Females","22",8385,7015,419,562.9
"709",312490,53,4,"Males","1",1448,1245,92,NA
"710",323158,73,NA,"Females","1",2779.9,2450,137,NA
"711",67986,99,NA,"Males","32",10995,9500,867,337
"712",398927,90,8,"Males","3",7430,5610,270,1235
"713",364372,51,5,"Males","1",1166,1041,144,NA
"714",153962,55,NA,"Females","1",1505,1259,42,NA
"715",294041,51,3,"Males","1",1135.9,986,70.9,NA
"716",203896,51,4,"Males","1",1056,955,26,NA
"717",17734,92,NA,NA,NA,8900,6500,NA,NA
"718",338458,66,NA,"Females","1",2398,2128,59,NA
"719",406784,99,9,"Females","2",8420,6855,652,159
"720",140914,19,NA,NA,NA,52,NA,NA,NA
"721",75487,65,7,"Males","2",2428,2086,NA,NA
"722",283976,90,7,"Males","3",7770,6309.9,248,NA
"723",346482,93,7,"Females","4",7380,6495,317,NA
"724",247253,73,7,"Females","4",3332,2742,262,NA
"725",203378,29,3,"Males","1",475,410,22,NA
"726",83725,94,6,"Females","2",7920,5854,NA,NA
"727",349569,74,7,"Females","2",3116,2486,227,291
"728",365111,91,8,"Females","2",8815,6340,1106,9
"729",312493,80,8,"Females","4",4510,3998,158,NA
"730",180215,42,3,"Males","1",633,581,23,NA
"731",86044,66,5,"Males","1",2244,2055,NA,NA
"732",192220,5.1,NA,NA,NA,0.8,NA,NA,NA
"733",371399,84,8,"Males","3",5758,4669,407,457
"734",284567,87,7,"Males","3",6645,5268,493,NA
"735",87172,76,7,"Males","2",4354,3328,388,422
"736",345804,37,3,"Females","1",427,386,2,NA
"737",220049,45,3,"Females","1",757,696,30,NA
"738",64318,69,5,"Females","1",2783,2378,171,NA
"739",394525,36,4,"Males","1",353,302,21,NA
"740",68017,91,6,"Males","3",8230,6900,202,615
"741",96180,88,8,"Males","3",5906,4714,373,617
"742",129469,73,6,"Females","2",3132,2639,86,295
"743",238743,80,NA,"Males","4",3316,2969,40,NA
"744",394799,91,8,"Males","2",8095,5960,691.9,1139.9
"745",205612,82,6,"Males","3",6035,4844,297,717
"746",100897,100,7,"Females","2",12455,9275,626,1111
"747",415262,98,8,"Males","3",10360,8110,841,960
"748",284413,99,6,"Females","2",10300,8025,788,1002.9
"749",297824,63,4,"Females","4",1494,1331,31,NA
"750",148351,77,8,"Females","5",3054,2621,228,NA
"751",260670,62,5,"Females","22",2284,1681,149,343
"752",155234,35,2,"Females","1",462,403,12,NA
"753",403190,96,10,"Males","3",8895,7720,495,NA
"754",420669,90,6,"Females","4",6585,5545,320,83
"755",57651,96,8,"Males","3",8975,7080,NA,NA
"756",107400,98,NA,"Females","3",9025,7065,271,1254
"757",86512,55,5,"Females","1",1513,1306,99,NA
"758",425297,81,8,"Females","2",4612,3714,428,196
"759",155214,68,6,"Females","1",2980,2555,98,NA
"760",110687,65,5,"Males","4",2421,2171,NA,NA
"761",229332,10,1,NA,NA,9,NA,NA,NA
"762",253997,67,6,"Males","1",3420,2415,87,NA
"763",411217,84,8,"Females","4",4213,3663,212,43
"764",267927,54,4,"Males","4",1346,1254,19,NA
"765",425538,45,4,"Males","1",707,619,42,NA
"766",315777,79,6,"Males","1",3864,3262,139,NA
"767",317974,81,6,"Females","22",6195,4488,323,1114
"768",325261,69,6,"Females","5",2686,2286,181,NA
"769",173476,49,3,"Females","1",1100,NA,NA,NA
"770",340059,71,5,"Males","4",3145,2835,40,NA
"771",118192,24,2,"Males","1",108,95,4,NA
"772",141125,104,8,"Females","2",10605,8915,609,602
"773",428139,93,7,"Males","3",6905,5141,699,840
"774",425969,47,4,"Females","1",1127.9,892,25,5
"775",387943,9,0,NA,NA,4,NA,NA,NA
"776",73350,85,8,"Males","4",4952,4072,139,NA
"777",333572,70,6,"Females","2",3070,1805,175,180
"778",325954,73,NA,NA,NA,3170,NA,NA,NA
"779",73622,52,3,"Females","1",1138,1009,58,NA
"780",330888,68,10,"Males","1",2799,2378,217,NA
"781",426099,61,6,"Females","1",1924,1661,100,NA
"782",316094,83,7,"Males","2",5896,4308,511,429
"783",421150,67,5,"Females","1",2899,2650,72,NA
"784",394909,39,4,"Females","1",541,444,33,NA
"785",303239,92,8,"Females","22",8205,5742,474,1321
"786",214665,6.5,NA,NA,NA,2.3,NA,NA,NA
"787",17774,79,NA,NA,NA,4400,3500,NA,NA
"788",406019,53,NA,NA,NA,1200,1078,56,NA
"789",73705,91,6,"Females","1",7365,6210,195,NA
"790",31547,63,6,"Males","2",2544,2321,NA,NA
"791",243704,67,NA,NA,NA,2481,2239,NA,NA
"792",320072,65,7,"Males","2",2392.9,1932,106,257
"793",316351,70,6,"Females","2",2822,2310,232,122
"794",377490,43,3,NA,NA,735,NA,NA,NA
"795",209196,58,4,"Males","1",2199,1984,71,NA
"796",161606,13,1,NA,NA,18,NA,NA,NA
"797",246470,82,8,"Females","4",4192,3582,230,NA
"798",105422,95,10,"Males","2",8850,7195,402,NA
"799",243680,62,NA,NA,NA,2063,1719,NA,NA
"800",219869,45,3,"Males","1",878,791,37,NA
"801",135195,54,4,"Males","1",1463,1287,39,NA
"802",330890,61,10,"Males","1",1563,1362,87,NA
"803",174784,49,4,"Males","1",1071,946,29,NA
"804",428358,96,NA,"Males","3",7480,6025,294,881
"805",340073,60,4,"Females","1",1493,1385,170,NA
"806",192297,4.2,NA,NA,NA,0.4,NA,NA,NA
"807",340415,90,7,"Females","4",7470,5760,302,NA
"808",365028,33,3,"Males","1",276,214,12,NA
"809",403394,60,6,"Females","1",2337,1892,78,NA
"810",112721,75,6,"Males","2",3506,2660,123,41
"811",316165,71,6,"Females","1",2779,2414,177,NA
"812",74412,75,NA,"Males","4",3262,2901,178,47
"813",334770,71,6,"Females","2",3365,2790,280,225
"814",357518,21,1,"Males","1",74,68,2,NA
"815",203340,91,8,"Males","2",6390,4926,469,732
"816",165149,110,NA,"Males","3",14075,11185,724,1628
"817",253524,61,6,"Males","2",2170,1773,40,235
"818",17777,83,NA,NA,NA,7100,5800,NA,NA
"819",308925,63,5,"Males","4",2209,1655,96,NA
"820",283533,89,7,"Males","3",6495,5348,227,NA
"821",140648,57,5,"Males","1",1854,1224,28,NA
"822",303728,95,8,"Males","3",8350,6670,227,NA
"823",346891,80,8,"Males","3",4014,3446,155,NA
"824",379226,30,3,"Females","1",250,218,3,NA
"825",114971,49,3,"Males","1",1019,938,31,NA
"826",192299,6.8,NA,NA,NA,1.7,NA,NA,NA
"827",25676,92,9,"Males","3",7200,5700,NA,NA
"828",254168,45,3,"Females","1",767,690,12,NA
"829",280452,65,7,"Males","2",2565,2125,121,171
"830",25462,12,1,NA,NA,10,7,NA,NA
"831",406126,19,1,NA,NA,60,NA,NA,NA
"832",146626,103,8,"Females","2",11750,9180,577,1618
"833",135173,57,4,"Females","1",1468,1328,43,NA
"834",181455,55,5,"Females","1",1391,1249,88,NA
"835",415555,50,6,NA,NA,1289,NA,NA,NA
"836",107225,65,NA,"Females","3",2749,2030,25,446
"837",140092,46,5,"Males","1",648,576,25,NA
"838",201358,31,2,"Males","1",296,265,7,NA
"839",340507,64,4,"Males","1",2450,2210,30,NA
"840",17729,86,NA,"Males","3",5700,4400,NA,NA
"841",389868,38,3,"Males","1",554,494,13,NA
"842",72648,90,5,"Females","2",7890,6460,NA,NA
"843",405685,16,2,"Males",NA,30,NA,NA,NA
"844",213915,87,8,"Males","2",6860,5154,NA,NA
"845",214683,5.2,NA,NA,NA,1,NA,NA,NA
"846",347351,103,8,"Males","3",10340,8800,410,NA
"847",123183,94,5,"Females","2",10760,8200,604,1574
"848",74428,83,NA,"Females","22",5066,3644,381,818
"849",72600,69,6,"Females",NA,2981,2667,NA,NA
"850",420612,71,4,"Females","1",3022,2795,58,NA
"851",174171,94,9,"Males","2",9465,6960,437,1276
"852",387721,66,6,"Males","1",2467,2146,212,NA
"853",229557,49,4,"Females","1",902,787,33,NA
"854",41565,100,NA,"Females","4",8700,7215,NA,NA
"855",365133,96,8,"Males","2",10485,6885,621,968
"856",140331,56,5,"Males","2",1538,1370,29,NA
"857",201319,19,1,"Females","1",60,55,3,NA
"858",406421,55,4,"Males","1",1284,1152,65,NA
"859",366903,79,5,"Males","3",4420,3905,100,198
"860",325224,106,9,"Females","4",12660,10930,640,NA
"861",323859,5,NA,NA,NA,0.9,NA,NA,NA
"862",140076,32,3,"Males","1",248,227,6,NA
"863",406749,91,11,"Males","2",6900,5380,339,93
"864",100905,89,11,"Males","3",7435,6105,168,953
"865",144181,90,9,"Females","2",7145,5570,511,696
"866",320671,94,7,"Females","22",8700,6650,398,1095
"867",100864,98,NA,"Females","2",9960,8205,538,879
"868",316056,31,3,"Females","1",249,213,13,NA
"869",406137,47,3,"Males","1",745,695,10,NA
"870",114964,50,3,"Females","1",1044,944,40,NA
"871",17788,77,NA,NA,NA,3600,3200,NA,NA
"872",265876,66,5,"Females","4",2395,2164,64,NA
"873",114983,49,3,"Males","1",901,821,23,NA
"874",154618,35,NA,"Males","1",379,358,4,NA
"875",436331,60,4,"Males","1",1686,1564,55,NA
"876",400566,98,8,"Females","4",8490,7210,740,NA
"877",367720,83,11,"Females","2",7025,4560,420,565
"878",128656,77,NA,"Females","3",4218,3236,226,561
"879",26017,90,6,"Females","2",7550,6550,NA,NA
"880",173841,19,1,NA,NA,60,NA,NA,NA
"881",128928,60,4,"Females","1",2226,1927,45,NA
"882",246138,67,5,"Males","4",2578,2062,147,NA
"883",411615,80,8,"Females","2",4272,3362,330,341
"884",267700,39,2,"Males","1",614,555,24,NA
"885",331157,74,8,"Males","3",3905,3175,240,NA
"886",88704,77,NA,"Males","3",3278,2723,105,348
"887",17729,95,NA,"Males","3",8300,6500,NA,NA
"888",63033,61,4,"Males","2",2245,1818,115,251
"889",258224,113,9,"Females","22",13730,10725,172,1639
"890",93806,88,7,"Females","1",7135,5596,265,NA
"891",27006,18,1,NA,NA,41,37,NA,NA
"892",88224,109,7,"Females","2",18015,13245,1720,2337
"893",103483,84,NA,"Males","3",6810,5472,NA,NA
"894",402953,98,10,"Females","3",9760,7655,711,857
"895",101242,83,8,"Females","2",5746,4012,486,451
"896",315766,46,4,"Females","1",867,728,48,NA
"897",401730,91,8,"Females","2",6170,5090,435,375
"898",62773,77,8,"Females","2",3896,3126,358,214
"899",246130,106,9,"Females","4",14895,11715,784,NA
"900",94826,100,10,"Females","4",9160,7465,645,NA
"901",117462,88,6,"Females","2",6220,5210,NA,NA
"902",205196,82,6,NA,NA,6800,NA,NA,NA
"903",17729,110,NA,"Females","2",16800,12500,NA,NA
"904",195471,88,5,"Males","4",6050,5358,223,NA
"905",101332,92,8,"Females","4",7910,6625,427,NA
"906",95371,79,7,"Males","3",5484,3988,238,538
"907",62738,44,3,"Females","1",732,618,17,NA
"908",379105,51,8,"Males","2",1298,1089,26,122
"909",364834,28,3,"Females","1",174,156,3,NA
"910",380822,89,7,"Females","22",6275,4697,488,654
"911",196033,57,4,"Males","1",1858,1610,52,NA
"912",107397,89,NA,"Females","3",6040,4692,127,973
"913",208372,106,9,"Females","3",10890,7965,233,2128
"914",17774,78,NA,NA,NA,3600,3100,NA,NA
"915",201308,47,4,"Females","1",1119,1012,NA,NA
"916",63764,64,5,"Males","3",2537,1934,196,311
"917",394873,81,8,"Females","2",5249,3920,310,505
"918",112722,73,6,"Females","1",3098,2640,163,NA
"919",128556,102,NA,"Males","2",11810,9880,779,779
"920",147934,104,NA,"Females","3",12905,10250,653,NA
"921",406081,86,4,"Females","4",4855,4260,215,30
"922",280411,43,4,"Females","1",649,578,20,NA
"923",101304,87,NA,"Males","3",5302,4522,350,263
"924",414655,61,8,"Females","22",2211,1544,63,452
"925",243681,66,NA,NA,NA,2127,1868,NA,NA
"926",140656,55,5,"Females","1",1436,1310,31,NA
"927",411564,53,5,"Females","1",1286,1110,88,NA
"928",104963,111,9,"Females","2",17550,13205,929,NA
"929",101224,101,9,"Females","2",10835,7765,573,1190
"930",364380,46,5,"Females","1",815,674,57,NA
"931",76486,96,7,"Females","3",9060,7200,NA,NA
"932",212239,55,4,"Females","1",1519,1367,26,NA
"933",74019,65,5,"Males","3",2166,1861,52,191
"934",372727,63,5,"Males",NA,2353,2100,113,NA
"935",133067,61,NA,"Females","22",2267,1753,87,211
"936",83643,46,NA,"Males","1",827,726,42,NA
"937",95980,96,9,"Males","3",9890,6800,771,NA
"938",380583,79,6,"Males","3",4689,3794,236,415
"939",25892,64,5,"Males","1",1930,1760,NA,NA
"940",320272,83,8,"Females","2",5266,4232,296,529
"941",322847,64,5,"Females","4",1838,1669,61,NA
"942",114761,64,5,"Females","1",2164,1947,64,NA
"943",73347,92,8,"Females","1",6365,5792,81,NA
"944",243852,57,NA,"Females","1",1599,1406,78,NA
"945",315818,57,5,"Males","1",1373,1277,11,NA
"946",243860,74,NA,"Males","4",3028,2542,161,NA
"947",254781,91,9,"Males","2",6360,4976,305,783
"948",399899,95,8,"Males","3",9200,7385,723,517
"949",365099,79,6,"Females","2",4463,3662,361,168
"950",192261,6,NA,NA,NA,1.2,NA,NA,NA
"951",305953,81,8,"Males","2",4136,3418,267,262
"952",432661,100,9,"Females","4",13915,11070,594,NA
"953",182250,78,5,NA,NA,4056,NA,NA,NA
"954",267668,29,2,"Females","1",213,189,3,NA
"955",401792,97,9,"Females","22",10565,7670,755,1420
"956",316285,39,3,"Females","1",523,484,11,NA
"957",205614,65,NA,"Males","3",2239,1925,36,149
"958",96428,59,4,"Males","4",1956,1639,175,NA
"959",280512,64,6,"Males","2",2125,1752,121,166
"960",305881,79,8,"Females","5",3878,3432,140.9,NA
"961",436097,36,3,"Males","1",313,292,2,NA
"962",75696,89,8,"Males","4",6015,5458,NA,NA
"963",207044,98,8,"Females","2",11315,7640,371,1156
"964",159207,52,NA,NA,NA,1442,NA,NA,NA
"965",120792,94,NA,"Females","2",9425,7190,747,927
"966",386658,69,6,"Males","1",2917,2658,80,NA
"967",71738,41,3,"Females","1",521,464,19,NA
"968",94341,99,8,"Females","3",8885,6980,510,1090
"969",285131,69,6,"Males","4",3232,2644,188,NA
"970",325191,31,2,"Females","1",212,187,3,NA
"971",364563,65,6,"Males","4",3081,2421,104,4
"972",118246,71,6,"Males","1",2619,2399,58,NA
"973",73110,66,6,"Females","2",2281,2094,NA,NA
"974",406410,86,7,"Males","4",5095,4490,345,45
"975",340084,45,3,"Females","1",748,675,27,NA
"976",95883,90,7,"Males","2",8540,6420,429,1189
"977",362903,48,4,NA,NA,997,NA,NA,NA
"978",192228,6.9,NA,NA,NA,2.6,NA,NA,NA
"979",101148,97,8,"Males","2",10090,8060,NA,NA
"980",420651,49,4,"Males","1",955,840,46,NA
"981",73961,93,7,"Males","1",7105,6445,NA,NA
"982",364921,48,4,"Males","1",941,821,68,NA
"983",315829,40,4,"Females","1",521,488,9,NA
"984",370317,77,9,"Males","3",3944,3319,133,181
"985",50244,36,NA,"Males","1",440,385,NA,NA
"986",256953,84,10,"Males","3",5504,4408,282,NA
"987",402365,84,10,"Females","22",6440,4470,245,1380
"988",426124,47,4,"Females","1",787,710,34,NA
"989",83643,63,NA,"Females","1",2120,1777,128,NA
"990",114965,19,1,NA,NA,60,NA,NA,NA
"991",415122,117,11,"Males","3",17570,14305,802,1581
"992",219566,55,4,"Males","2",1296,1086,65,18
"993",331180,67,7,"Males","3",2785,2190,115,NA
"994",101306,95,9,"Females","22",9400,6545,783,1789
"995",208170,119,12,"Females","2",20655,15805,1073,2523
"996",336411,70,7,"Males","3",3717,2668,342,588
"997",416365,89,8,"Females",NA,6690,5336,526,NA
"998",70041,98,8,"Females","4",8415,7485,294,172
"999",203268,61,6,"Males","1",1761,1597,47,NA
"1000",387859,23,1,"Males","1",104,95,1,NA
